,
,
City/County,value
HICKORY,000.0000000
SULPHUR,003.0000000
MURRAY COUNTY,002.0000000
BOYNTON,002.0000000
BRAGGS,003.0000000
BRIARTOWN,000.0000000
COUNCIL HILL,002.0000000
FORT GIBSON-MUSKOGEE COUNTY,004.5000000
HASKELL,004.3500000
KEEFTON,000.0000000
MUSKOGEE,004.0000000
OKTAHA,000.0000000
PORUM,005.0000000
SUMMIT,003.0000000
TAFT,004.0000000
WAINWRIGHT,004.0000000
WARNER,004.0000000
WEBBERS FALLS,005.5000000
MUSKOGEE COUNTY,000.6500000
BILLINGS,004.0000000
LUCIEN,000.0000000
MARLAND,003.0000000
MORRISON,004.0000000
PERRY,003.2500000
RED ROCK,005.0000000
SUMNER,000.0000000
NOBLE COUNTY,001.5000000
NEW ALLUWE,002.0000000
DELAWARE,002.0000000
LENAPAH,002.0000000
NOWATA,003.0000000
SOUTH COFFEYVILLE,002.0000000
WANN,002.0000000
NOWATA COUNTY,002.0000000
BEARDEN,000.0000000
BOLEY,005.0000000
CASTLE,003.0000000
CLEARVIEW,004.0000000
MASON,000.0000000
OKEMAH,003.5000000
PADEN,003.0000000
PHAROAH,000.0000000
WELEETKA,004.0000000
WELTY,000.0000000
OKMULGEE - OKFUSKEE COUNTY,004.0000000
OKFUSKEE COUNTY,002.0000000
ARCADIA,004.0000000
BETHANY,004.0000000
DEL CITY,004.5000000
CHOCTAW,004.2500000
EDMOND,003.7500000
HARRAH,004.0000000
JONES,004.0000000
FOREST PARK,003.0000000
LAKE ALUMA,002.7500000
LUTHER,003.0000000
NEWALLA,000.0000000
NICOMA PARK,005.0000000
NICHOLS HILLS,004.0000000
OKLAHOMA CITY - OKLAHOMA COUNT,004.1250000
MIDWEST CITY,004.6000000
SPENCER,005.0000000
WHEATLAND,000.0000000
VALLEY BROOK,003.0000000
THE VILLAGE,004.5000000
WARR ACRES,004.0000000
WOODLAWN PARK,000.0000000
OKLAHOMA COUNTY,000.0000000
OKLAHOMA CITY - TIF Copo,004.1250000
BEGGS,004.5000000
DEWAR,004.0000000
GRAYSON,004.0000000
HENRYETTA,004.0000000
HOFFMAN,000.0000000
MORRIS,004.0000000
OKMULGEE,004.0000000
PRESTON,000.0000000
SCHULTER,000.5000000
OKMULGEE COUNTY,001.5830000
BARTLESVILLE - OSAGE COUNTY,003.4000000
AVANT,002.0000000
BARNSDALL,004.0000000
BOWRING,000.0000000
BURBANK,002.0000000
CARTER NINE,000.0000000
FAIRFAX,003.0000000
FORAKER,000.0000000
GRAINOLA,000.0000000
HOMINY,003.5000000
SAND SPRINGS - OSAGE COUNTY,004.0500000
OSAGE,000.0000000
PAWHUSKA,003.0000000
PRUE,003.0000000
SHIDLER,002.0000000
SKIATOOK - OSAGE COUNTY,003.5000000
SPERRY-OSAGE CO.,003.6000000
TALLANT,000.0000000
WEBB CITY,000.0000000
WYNONA,004.0000000
TULSA - OSAGE COUNTY,003.6500000
OSAGE COUNTY,001.2500000
AFTON,003.0000000
CARDIN,000.0000000
COMMERCE,004.0000000
DOUTHAT,000.0000000
FAIRLAND,003.0000000
HOCKERVILLE,000.0000000
MIAMI,003.6500000
NORTH MIAMI,003.5000000
PEORIA,001.0000000
PICHER,000.0000000
QUAPAW,003.0000000
WYANDOTTE,003.0000000
OTTAWA COUNTY,001.3500000
BLACKBURN,000.0000000
CLEVELAND,003.5000000
HALLETT,004.5000000
JENNINGS,004.0000000
KEYSTONE,000.0000000
MARAMEC,003.0000000
LONE CHIMNEY,003.0000000
PAWNEE,003.5000000
MANNFORD - PAWNEE COUNTY,003.5000000
RALSTON,003.0000000
SKEDEE,000.0000000
TERLTON,002.0000000
WESTPORT,002.5000000
PAWNEE COUNTY,002.0000000
CUSHING,004.0000000
GLENCOE,004.6620000
PERKINS,003.5000000
DRUMRIGHT-PAYNE COUNTY,004.5000000
ORLANDO - PAYNE COUNTY,004.0000000
RIPLEY,003.0000000
STILLWATER,003.5000000
YALE,004.0000000
PAYNE COUNTY,000.8130000
ADAMSON,000.0000000
ALDERSON,002.0000000
ASHLAND,000.0000000
BACHE,000.0000000
BLANCO,000.0000000
BLOCKER,000.0000000
CARLTON LANDING,003.0000000
CANADIAN,004.5000000
CROWDER,004.0000000
DOW,000.0000000
FEATHERSTON,000.0000000
HAILEYVILLE,003.0000000
HARTSHORNE,003.2500000
HAYWOOD,000.0000000
INDIANOLA,003.0000000
KIOWA,005.0000000
KREBS,004.0000000
MCALESTER,003.7500000
PITTSBURG,003.0000000
QUINTON,003.0000000
SAVANNA,005.0000000
SCIPIO,000.0000000
PITTSBURG COUNTY,001.5000000
ADA,004.0000000
ALLEN - PONTOTOC COUNTY,003.0000000
BYNG,002.0000000
FITTSTOWN,000.0000000
FITZHUGH,000.0000000
FRANCIS,003.0000000
ROFF,003.5000000
STONEWALL,004.0000000
VANOSS,000.0000000
HARDEN CITY,000.0000000
PONTOTOC COUNTY,000.8750000
ASHER,004.0000000
BETHEL ACRES,002.5000000
DALE,000.0000000
EARLSBORO,003.0000000
